Writer,Accuracy,Precision,Recall,F1,FAR,FRR,EER,AUC_ROC
W024,0.7619047619047619,0.7894736842105263,0.7142857142857143,0.75,0.19047619038548752,0.2857142855782313,0.30952380952380953,0.800453514739229
W026,0.5454545454545454,0.5277777777777778,0.8636363636363636,0.6551724137931034,0.772727272376033,0.13636363630165288,0.5227272727272727,0.5599173553719008
W028,0.7,0.875,0.4666666666666667,0.6086956521739131,0.06666666662222222,0.5333333329777777,0.2666666666666667,0.7911111111111111
W030,0.625,0.6190476190476191,0.65,0.6341463414634146,0.3999999998,0.34999999982499996,0.35,0.64
W032,0.675,0.6060606060606061,1.0,0.7547169811320755,0.649999999675,0.0,0.30000000000000004,0.8
W033,0.6041666666666666,0.6190476190476191,0.5416666666666666,0.5777777777777777,0.3333333331944444,0.4583333331423611,0.41666666666666663,0.6371527777777778
W034,0.38095238095238093,0.42424242424242425,0.6666666666666666,0.5185185185185185,0.9047619043310657,0.3333333331746032,0.47619047619047616,0.48299319727891155
W036,0.5277777777777778,0.5294117647058824,0.5,0.5142857142857142,0.4444444441975308,0.4999999997222222,0.4444444444444444,0.595679012345679
W038,0.5882352941176471,0.5714285714285714,0.7058823529411765,0.631578947368421,0.5294117643944637,0.29411764688581316,0.38235294117647056,0.6643598615916956
W041,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.2222222220987654,0.2222222220987654,0.2222222222222222,0.8179012345679013
W044,0.5625,0.5652173913043478,0.5416666666666666,0.5531914893617021,0.41666666649305556,0.4583333331423611,0.4375,0.6788194444444444
W046,0.7380952380952381,0.7272727272727273,0.7619047619047619,0.7441860465116279,0.2857142855782313,0.23809523798185941,0.2857142857142857,0.7551020408163265
W047,0.5476190476190477,0.525,1.0,0.6885245901639344,0.9047619043310657,0.0,0.35714285714285715,0.7369614512471655
W048,0.4318181818181818,0.4482758620689655,0.5909090909090909,0.5098039215686274,0.7272727269421487,0.40909090890495864,0.5227272727272727,0.487603305785124
W049,0.8421052631578947,0.9333333333333333,0.7368421052631579,0.8235294117647058,0.05263157891966759,0.26315789459833794,0.21052631578947367,0.9085872576177285
W050,0.15,0.23076923076923078,0.3,0.2608695652173913,0.9999999989999999,0.6999999992999999,0.6499999999999999,0.18
W051,0.717391304347826,0.6666666666666666,0.8695652173913043,0.7547169811320755,0.43478260850661626,0.13043478255198487,0.26086956521739135,0.7580340264650284
W052,0.5681818181818182,0.5652173913043478,0.5909090909090909,0.5777777777777777,0.45454545433884297,0.40909090890495864,0.40909090909090906,0.578512396694215
W053,0.6176470588235294,0.6,0.7058823529411765,0.6486486486486487,0.470588235017301,0.29411764688581316,0.32352941176470584,0.5916955017301038
W054,0.75,0.8,0.6666666666666666,0.7272727272727273,0.16666666657407406,0.3333333331481481,0.3055555555555556,0.8734567901234569
W055,0.7045454545454546,0.6666666666666666,0.8181818181818182,0.7346938775510204,0.40909090890495864,0.18181818173553718,0.22727272727272724,0.7252066115702479
W056,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.19047619038548752,0.19047619038548752,0.16666666666666669,0.891156462585034
W058,0.7058823529411765,0.8888888888888888,0.47058823529411764,0.6153846153846154,0.05882352937716263,0.5294117643944637,0.2647058823529411,0.7958477508650519
W059,0.8043478260869565,0.7692307692307693,0.8695652173913043,0.8163265306122449,0.26086956510396975,0.13043478255198487,0.15217391304347827,0.8922495274102079
W061,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.26315789459833794,0.26315789459833794,0.2894736842105263,0.8254847645429363
W063,0.65625,0.6923076923076923,0.5625,0.6206896551724138,0.24999999984375,0.4374999997265625,0.28125,0.71484375
W064,0.6304347826086957,0.75,0.391304347826087,0.5142857142857142,0.13043478255198487,0.6086956519092628,0.32608695652173914,0.7145557655954632
W066,0.5476190476190477,0.5294117647058824,0.8571428571428571,0.6545454545454545,0.7619047615419501,0.14285714278911565,0.5714285714285714,0.5555555555555556
W067,0.6666666666666666,0.6052631578947368,0.9583333333333334,0.7419354838709677,0.6249999997395833,0.04166666664930555,0.20833333333333337,0.828125
W069,0.6428571428571429,0.5882352941176471,0.9523809523809523,0.7272727272727273,0.6666666663492063,0.04761904759637188,0.19047619047619047,0.888888888888889
W070,0.525,0.5151515151515151,0.85,0.6415094339622641,0.7999999996,0.149999999925,0.44999999999999996,0.575
W071,0.782608695652174,0.7241379310344828,0.9130434782608695,0.8076923076923077,0.347826086805293,0.08695652170132324,0.26086956521739135,0.8071833648393194
W073,0.7272727272727273,0.8571428571428571,0.5454545454545454,0.6666666666666666,0.09090909086776859,0.45454545433884297,0.25,0.8223140495867768
W074,0.43478260869565216,0.42105263157894735,0.34782608695652173,0.38095238095238093,0.47826086935727785,0.6521739127599243,0.5217391304347826,0.3837429111531191
W077,0.525,0.5172413793103449,0.75,0.6122448979591837,0.6999999996499999,0.249999999875,0.6,0.46749999999999997
W078,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.3684210524376731,0.3684210524376731,0.368421052631579,0.5955678670360111
W079,0.6842105263157895,0.6206896551724138,0.9473684210526315,0.75,0.5789473681163435,0.05263157891966759,0.26315789473684215,0.8227146814404432
W082,0.5526315789473685,0.5555555555555556,0.5263157894736842,0.5405405405405406,0.4210526313573407,0.4736842102770083,0.4736842105263158,0.6149584487534626
W084,0.7619047619047619,0.6896551724137931,0.9523809523809523,0.8,0.4285714283673469,0.04761904759637188,0.16666666666666666,0.8911564625850341
W086,0.6363636363636364,0.6071428571428571,0.7727272727272727,0.68,0.49999999977272724,0.22727272716942148,0.31818181818181823,0.7107438016528924
W087,0.5227272727272727,0.5128205128205128,0.9090909090909091,0.6557377049180327,0.8636363632438017,0.09090909086776859,0.4545454545454546,0.5991735537190084
W088,0.7272727272727273,0.6785714285714286,0.8636363636363636,0.76,0.40909090890495864,0.13636363630165288,0.25,0.8512396694214877
W089,0.7037037037037037,0.7391304347826086,0.6296296296296297,0.68,0.22222222213991769,0.37037037023319613,0.2592592592592593,0.8203017832647461
